Order ID,Order Date,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,FirstName,Surname
CA-2017-143035,03/10/2017,CC-12430,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,Chuck,Clark
CA-2017-143035,03/10/2017,CC-12430,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,Chuck,Clark
CA-2014-107811,29/04/2014,LA-16780,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,2,Laura,Armstrong
CA-2014-107811,29/04/2014,LA-16780,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,Laura,Armstrong
CA-2016-163216,07/10/2016,AW-10930,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,Arthur,Wiediger
US-2016-116442,15/12/2016,BP-11230,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,Benjamin,Patterson
CA-2017-150623,10/04/2017,DB-13360,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,Dennis,Bolton
CA-2017-150623,10/04/2017,DB-13360,Home Office,United States,Waterbury,Connecticut,6708,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,Dennis,Bolton
US-2014-163797,08/04/2014,PC-19000,Home Office,United States,Chandler,Arizona,85224,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,Pauline,Chand
CA-2016-127236,29/03/2016,TB-21595,Consumer,United States,Springfield,Ohio,45503,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,Troy,Blackwell
CA-2016-127236,29/03/2016,TB-21595,Consumer,United States,Springfield,Ohio,45503,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,Troy,Blackwell
US-2017-104661,15/01/2017,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,Tim,Brockman
US-2017-104661,15/01/2017,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,Tim,Brockman
US-2017-104661,15/01/2017,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,Tim,Brockman
US-2017-104661,15/01/2017,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,Tim,Brockman
CA-2014-134103,30/01/2014,MV-18190,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,Mike,Vittorini
CA-2014-134103,30/01/2014,MV-18190,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,Mike,Vittorini
CA-2015-147529,07/02/2015,DK-12835,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,Damala,Kotsonis
CA-2015-147529,07/02/2015,DK-12835,Corporate,United States,Springfield,Virginia,22153,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,Damala,Kotsonis
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,Pete,Kriz
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,Pete,Kriz
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,Pete,Kriz
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,Pete,Kriz
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,Pete,Kriz
CA-2016-129126,14/12/2016,PK-19075,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,Pete,Kriz
CA-2017-131632,31/10/2017,AH-10120,Home Office,United States,Dallas,Texas,75217,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,2,Adrian,Hane
CA-2017-151981,06/08/2017,GM-14455,Home Office,United States,Concord,New Hampshire,3301,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,Gary,Mitchum
CA-2017-151981,06/08/2017,GM-14455,Home Office,United States,Concord,New Hampshire,3301,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,8,Gary,Mitchum
CA-2017-151981,06/08/2017,GM-14455,Home Office,United States,Concord,New Hampshire,3301,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,Gary,Mitchum
CA-2017-125472,30/05/2017,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,Bruce,Degenhardt
CA-2017-125472,30/05/2017,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,Bruce,Degenhardt
CA-2017-125472,30/05/2017,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,Bruce,Degenhardt
CA-2015-156328,30/11/2015,RM-19375,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,Raymond,Messe
CA-2017-154074,31/08/2017,BW-11110,Corporate,United States,Spokane,Washington,99207,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,Bart,Watters
CA-2017-154074,31/08/2017,BW-11110,Corporate,United States,Spokane,Washington,99207,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,Bart,Watters
CA-2017-161774,14/05/2017,GT-14710,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,Greg,Tran
CA-2017-161774,14/05/2017,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,5,Greg,Tran
CA-2017-161774,14/05/2017,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,3,Greg,Tran
CA-2017-161774,14/05/2017,GT-14710,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,1,Greg,Tran
CA-2017-161774,14/05/2017,GT-14710,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,Greg,Tran
CA-2017-151211,17/08/2017,AH-10120,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,Adrian,Hane
CA-2017-151211,17/08/2017,AH-10120,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,Adrian,Hane
CA-2017-142671,10/11/2017,DR-12940,Home Office,United States,Hollywood,Florida,33021,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,Daniel,Raglin
CA-2017-144750,21/08/2017,DL-13495,Corporate,United States,Chandler,Arizona,85224,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,1,Dionis,Lloyd
CA-2016-111976,08/03/2016,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,Brian,DeCherney
CA-2016-111976,08/03/2016,BD-11620,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,Brian,DeCherney
CA-2016-140130,31/10/2016,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,Helen,Wasserman
CA-2016-140130,31/10/2016,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,Helen,Wasserman
CA-2016-140130,31/10/2016,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,3,Helen,Wasserman
CA-2016-140130,31/10/2016,HW-14935,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,Helen,Wasserman
CA-2014-159121,26/07/2014,JO-15145,Corporate,United States,Draper,Utah,84020,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,Jack,O'Briant
CA-2015-149650,24/10/2015,RD-19660,Home Office,United States,Oakland,California,94601,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,8,Robert,Dilbeck
CA-2017-115777,19/08/2017,DO-13645,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,3,Doug,O'Connell
CA-2016-143714,23/05/2016,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,4,Christopher,Conant
CA-2016-143714,23/05/2016,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,Christopher,Conant
CA-2016-143714,23/05/2016,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,Christopher,Conant
CA-2016-143714,23/05/2016,CC-12370,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,Christopher,Conant
CA-2014-165764,03/11/2014,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,Shahid,Hopkins
CA-2014-165764,03/11/2014,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,Shahid,Hopkins
CA-2014-165764,03/11/2014,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,7,Shahid,Hopkins
CA-2014-165764,03/11/2014,SH-20395,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,Shahid,Hopkins
CA-2015-121405,30/03/2015,FC-14335,Corporate,United States,Chicago,Illinois,60610,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,Fred,Chung
CA-2015-121405,30/03/2015,FC-14335,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,Fred,Chung
US-2017-116897,27/05/2017,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,James,Galang
US-2017-116897,27/05/2017,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,James,Galang
US-2017-116897,27/05/2017,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,James,Galang
US-2017-113992,14/12/2017,LC-16885,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,4,Lena,Creighton
CA-2014-166891,04/10/2014,CC-12220,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,Chris,Cortes
CA-2016-101161,13/10/2016,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,Bart,Watters
CA-2016-101161,13/10/2016,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,Bart,Watters
CA-2016-101161,13/10/2016,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,Bart,Watters
CA-2016-101161,13/10/2016,BW-11110,Corporate,United States,New York City,New York,10024,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,Bart,Watters
CA-2016-101161,13/10/2016,BW-11110,Corporate,United States,New York City,New York,10024,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,Bart,Watters
CA-2015-151785,05/03/2015,JJ-15445,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,Jennifer,Jackson
US-2017-119816,04/03/2017,TT-21460,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,Tonja,Turnell
US-2017-119816,04/03/2017,TT-21460,Home Office,United States,Houston,Texas,77095,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,1,Tonja,Turnell
US-2017-119816,04/03/2017,TT-21460,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,1,Tonja,Turnell
CA-2015-156510,25/09/2015,EH-13990,Consumer,United States,Meriden,Connecticut,6450,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,2,Erica,Hackney
CA-2015-156510,25/09/2015,EH-13990,Consumer,United States,Meriden,Connecticut,6450,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,2,Erica,Hackney
CA-2015-156510,25/09/2015,EH-13990,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,1,Erica,Hackney
US-2015-110261,19/12/2015,PR-18880,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,3,Patrick,Ryan
CA-2015-125710,08/10/2015,BT-11680,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,Brian,Thompson
CA-2017-161102,31/07/2017,EC-14050,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,Erin,Creighton
CA-2017-161102,31/07/2017,EC-14050,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7,Erin,Creighton
CA-2014-110065,05/08/2014,SP-20650,Corporate,United States,New York City,New York,10009,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,Stephanie,Phelps
CA-2014-110065,05/08/2014,SP-20650,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,Stephanie,Phelps
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,Anthony,Jacobs
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,Anthony,Jacobs
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,5,Anthony,Jacobs
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,Anthony,Jacobs
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,2,Anthony,Jacobs
US-2017-133361,14/05/2017,AJ-10780,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0,5,Anthony,Jacobs
US-2016-155404,22/09/2016,AS-10630,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,Ann,Steele
CA-2015-114503,13/11/2015,AA-10375,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,6,Allen,Armold
CA-2017-153080,22/05/2017,EH-13945,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46,7,Eric,Hoffmann
CA-2016-163804,02/12/2016,DB-13270,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2079.4,5,Deborah,Brumfield
CA-2016-163804,02/12/2016,DB-13270,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10000441,Technology,Phones,VTech DS6151,629.95,5,Deborah,Brumfield
CA-2016-163804,02/12/2016,DB-13270,Home Office,United States,Providence,Rhode Island,2908,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,6,Deborah,Brumfield
CA-2015-108532,29/08/2015,CC-12100,Home Office,United States,Detroit,Michigan,48234,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,131.98,2,Chad,Cunningham
CA-2015-108532,29/08/2015,CC-12100,Home Office,United States,Detroit,Michigan,48234,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,7,Chad,Cunningham
CA-2014-151897,06/06/2014,VT-21700,Home Office,United States,Houston,Texas,77070,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,Valerie,Takahito
CA-2016-113292,18/03/2016,DB-13060,Consumer,United States,Columbia,Tennessee,38401,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,3,Dave,Brooks
CA-2014-149524,14/01/2014,BS-11590,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,Brendan,Sweed
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554,3,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.992,1,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552,3,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96,5,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2,Nick,Radford
CA-2017-140872,03/06/2017,NR-18550,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,Nick,Radford
CA-2017-113908,03/06/2017,KN-16390,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,Katherine,Nockton
CA-2017-113908,03/06/2017,KN-16390,Corporate,United States,New York City,New York,10011,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,6,Katherine,Nockton
CA-2017-113908,03/06/2017,KN-16390,Corporate,United States,New York City,New York,10011,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4,Katherine,Nockton
CA-2015-120621,21/03/2015,JW-16075,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,Julia,West
CA-2015-120621,21/03/2015,JW-16075,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,Julia,West
CA-2015-120621,21/03/2015,JW-16075,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,295.456,14,Julia,West
US-2017-148866,19/09/2017,JM-15535,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,32.4,5,Jessica,Myrick
CA-2014-149594,15/09/2014,MF-18250,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",103.936,4,Monica,Federle
CA-2016-113845,20/11/2016,FA-14230,Corporate,United States,Orlando,Florida,32839,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2,Frank,Atkinson
CA-2016-113845,20/11/2016,FA-14230,Corporate,United States,Orlando,Florida,32839,South,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72,5,Frank,Atkinson
CA-2016-113845,20/11/2016,FA-14230,Corporate,United States,Orlando,Florida,32839,South,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,4,Frank,Atkinson
CA-2017-111262,28/10/2017,KH-16510,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2,Keith,Herrera
CA-2017-111262,28/10/2017,KH-16510,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3,Keith,Herrera
CA-2017-111262,28/10/2017,KH-16510,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,Keith,Herrera
CA-2015-103135,24/07/2015,SS-20515,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,Shirley,Schmidt
CA-2015-103135,24/07/2015,SS-20515,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9,Shirley,Schmidt
CA-2015-103135,24/07/2015,SS-20515,Home Office,United States,Louisville,Kentucky,40214,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14,Shirley,Schmidt
CA-2015-103135,24/07/2015,SS-20515,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6,Shirley,Schmidt
CA-2014-129147,02/11/2014,LC-17050,Consumer,United States,Medina,Ohio,44256,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,Liz,Carlisle
CA-2014-129147,02/11/2014,LC-17050,Consumer,United States,Medina,Ohio,44256,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,Liz,Carlisle
CA-2014-129147,02/11/2014,LC-17050,Consumer,United States,Medina,Ohio,44256,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,Liz,Carlisle
CA-2017-128265,17/11/2017,VW-21775,Corporate,United States,New York City,New York,10011,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,Victoria,Wilson
CA-2016-152331,26/06/2016,LD-16855,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,5.304,3,Lela,Donovan
US-2016-128909,09/10/2016,SP-20545,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,19.136,4,Sibella,Parks
